"Iteration","Difficulty","Learner","Measure","Value"
295," Hard"," Value Iteration"," Time Results",239
296," Hard"," Value Iteration"," Time Results",239
297," Hard"," Value Iteration"," Time Results",244
298," Hard"," Value Iteration"," Time Results",242
299," Hard"," Value Iteration"," Time Results",241
300," Hard"," Value Iteration"," Time Results",244
301," Hard"," Value Iteration"," Time Results",243
302," Hard"," Value Iteration"," Time Results",246
303," Hard"," Value Iteration"," Time Results",244
304," Hard"," Value Iteration"," Time Results",249
305," Hard"," Value Iteration"," Time Results",246
306," Hard"," Value Iteration"," Time Results",248
307," Hard"," Value Iteration"," Time Results",248
308," Hard"," Value Iteration"," Time Results",249
309," Hard"," Value Iteration"," Time Results",249
310," Hard"," Value Iteration"," Time Results",245
311," Hard"," Value Iteration"," Time Results",249
312," Hard"," Value Iteration"," Time Results",245
313," Hard"," Value Iteration"," Time Results",250
314," Hard"," Value Iteration"," Time Results",255
315," Hard"," Value Iteration"," Time Results",254
316," Hard"," Value Iteration"," Time Results",256
317," Hard"," Value Iteration"," Time Results",256
318," Hard"," Value Iteration"," Time Results",258
319," Hard"," Value Iteration"," Time Results",259
320," Hard"," Value Iteration"," Time Results",261
321," Hard"," Value Iteration"," Time Results",259
322," Hard"," Value Iteration"," Time Results",261
323," Hard"," Value Iteration"," Time Results",258
324," Hard"," Value Iteration"," Time Results",261
325," Hard"," Value Iteration"," Time Results",270
326," Hard"," Value Iteration"," Time Results",264
327," Hard"," Value Iteration"," Time Results",270
328," Hard"," Value Iteration"," Time Results",264
329," Hard"," Value Iteration"," Time Results",264
330," Hard"," Value Iteration"," Time Results",268
331," Hard"," Value Iteration"," Time Results",274
332," Hard"," Value Iteration"," Time Results",267
333," Hard"," Value Iteration"," Time Results",270
334," Hard"," Value Iteration"," Time Results",269
335," Hard"," Value Iteration"," Time Results",271
336," Hard"," Value Iteration"," Time Results",272
337," Hard"," Value Iteration"," Time Results",274
338," Hard"," Value Iteration"," Time Results",272
339," Hard"," Value Iteration"," Time Results",275
340," Hard"," Value Iteration"," Time Results",274
341," Hard"," Value Iteration"," Time Results",270
342," Hard"," Value Iteration"," Time Results",277
343," Hard"," Value Iteration"," Time Results",270
344," Hard"," Value Iteration"," Time Results",271
345," Hard"," Value Iteration"," Time Results",278
346," Hard"," Value Iteration"," Time Results",279
347," Hard"," Value Iteration"," Time Results",281
348," Hard"," Value Iteration"," Time Results",281
349," Hard"," Value Iteration"," Time Results",282
350," Hard"," Value Iteration"," Time Results",281
351," Hard"," Value Iteration"," Time Results",284
352," Hard"," Value Iteration"," Time Results",282
353," Hard"," Value Iteration"," Time Results",284
354," Hard"," Value Iteration"," Time Results",286
355," Hard"," Value Iteration"," Time Results",283
356," Hard"," Value Iteration"," Time Results",287
357," Hard"," Value Iteration"," Time Results",280
358," Hard"," Value Iteration"," Time Results",285
359," Hard"," Value Iteration"," Time Results",289
360," Hard"," Value Iteration"," Time Results",285
361," Hard"," Value Iteration"," Time Results",285
362," Hard"," Value Iteration"," Time Results",289
363," Hard"," Value Iteration"," Time Results",296
364," Hard"," Value Iteration"," Time Results",292
365," Hard"," Value Iteration"," Time Results",290
366," Hard"," Value Iteration"," Time Results",296
367," Hard"," Value Iteration"," Time Results",296
368," Hard"," Value Iteration"," Time Results",297
369," Hard"," Value Iteration"," Time Results",290
370," Hard"," Value Iteration"," Time Results",299
371," Hard"," Value Iteration"," Time Results",298
372," Hard"," Value Iteration"," Time Results",327
373," Hard"," Value Iteration"," Time Results",301
374," Hard"," Value Iteration"," Time Results",298
375," Hard"," Value Iteration"," Time Results",301
376," Hard"," Value Iteration"," Time Results",303
377," Hard"," Value Iteration"," Time Results",304
378," Hard"," Value Iteration"," Time Results",301
379," Hard"," Value Iteration"," Time Results",304
380," Hard"," Value Iteration"," Time Results",305
381," Hard"," Value Iteration"," Time Results",309
382," Hard"," Value Iteration"," Time Results",308
383," Hard"," Value Iteration"," Time Results",312
384," Hard"," Value Iteration"," Time Results",308
385," Hard"," Value Iteration"," Time Results",312
386," Hard"," Value Iteration"," Time Results",311
387," Hard"," Value Iteration"," Time Results",312
388," Hard"," Value Iteration"," Time Results",314
389," Hard"," Value Iteration"," Time Results",314
390," Hard"," Value Iteration"," Time Results",310
391," Hard"," Value Iteration"," Time Results",310
392," Hard"," Value Iteration"," Time Results",311
393," Hard"," Value Iteration"," Time Results",318
394," Hard"," Value Iteration"," Time Results",317
395," Hard"," Value Iteration"," Time Results",319
396," Hard"," Value Iteration"," Time Results",321
397," Hard"," Value Iteration"," Time Results",322
398," Hard"," Value Iteration"," Time Results",320
399," Hard"," Value Iteration"," Time Results",323
400," Hard"," Value Iteration"," Time Results",321
401," Hard"," Value Iteration"," Time Results",322
402," Hard"," Value Iteration"," Time Results",322
403," Hard"," Value Iteration"," Time Results",324
404," Hard"," Value Iteration"," Time Results",322
405," Hard"," Value Iteration"," Time Results",321
406," Hard"," Value Iteration"," Time Results",327
407," Hard"," Value Iteration"," Time Results",328
408," Hard"," Value Iteration"," Time Results",328
409," Hard"," Value Iteration"," Time Results",324
410," Hard"," Value Iteration"," Time Results",328
411," Hard"," Value Iteration"," Time Results",332
412," Hard"," Value Iteration"," Time Results",327
413," Hard"," Value Iteration"," Time Results",334
414," Hard"," Value Iteration"," Time Results",336
415," Hard"," Value Iteration"," Time Results",332
416," Hard"," Value Iteration"," Time Results",334
417," Hard"," Value Iteration"," Time Results",336
418," Hard"," Value Iteration"," Time Results",333
419," Hard"," Value Iteration"," Time Results",334
420," Hard"," Value Iteration"," Time Results",340
421," Hard"," Value Iteration"," Time Results",340
422," Hard"," Value Iteration"," Time Results",348
423," Hard"," Value Iteration"," Time Results",341
424," Hard"," Value Iteration"," Time Results",340
425," Hard"," Value Iteration"," Time Results",342
426," Hard"," Value Iteration"," Time Results",342
427," Hard"," Value Iteration"," Time Results",344
428," Hard"," Value Iteration"," Time Results",345
429," Hard"," Value Iteration"," Time Results",347
430," Hard"," Value Iteration"," Time Results",347
431," Hard"," Value Iteration"," Time Results",345
432," Hard"," Value Iteration"," Time Results",350
433," Hard"," Value Iteration"," Time Results",348
434," Hard"," Value Iteration"," Time Results",349
435," Hard"," Value Iteration"," Time Results",343
436," Hard"," Value Iteration"," Time Results",347
437," Hard"," Value Iteration"," Time Results",350
438," Hard"," Value Iteration"," Time Results",354
439," Hard"," Value Iteration"," Time Results",355
440," Hard"," Value Iteration"," Time Results",347
441," Hard"," Value Iteration"," Time Results",349
442," Hard"," Value Iteration"," Time Results",355
443," Hard"," Value Iteration"," Time Results",358
444," Hard"," Value Iteration"," Time Results",357
445," Hard"," Value Iteration"," Time Results",354
446," Hard"," Value Iteration"," Time Results",358
447," Hard"," Value Iteration"," Time Results",360
448," Hard"," Value Iteration"," Time Results",360
449," Hard"," Value Iteration"," Time Results",361
450," Hard"," Value Iteration"," Time Results",361
451," Hard"," Value Iteration"," Time Results",354
452," Hard"," Value Iteration"," Time Results",358
453," Hard"," Value Iteration"," Time Results",365
454," Hard"," Value Iteration"," Time Results",366
455," Hard"," Value Iteration"," Time Results",361
456," Hard"," Value Iteration"," Time Results",367
457," Hard"," Value Iteration"," Time Results",372
458," Hard"," Value Iteration"," Time Results",366
459," Hard"," Value Iteration"," Time Results",368
460," Hard"," Value Iteration"," Time Results",373
461," Hard"," Value Iteration"," Time Results",370
462," Hard"," Value Iteration"," Time Results",372
463," Hard"," Value Iteration"," Time Results",372
464," Hard"," Value Iteration"," Time Results",372
465," Hard"," Value Iteration"," Time Results",368
466," Hard"," Value Iteration"," Time Results",368
467," Hard"," Value Iteration"," Time Results",375
468," Hard"," Value Iteration"," Time Results",372
469," Hard"," Value Iteration"," Time Results",375
470," Hard"," Value Iteration"," Time Results",373
471," Hard"," Value Iteration"," Time Results",379
472," Hard"," Value Iteration"," Time Results",380
473," Hard"," Value Iteration"," Time Results",382
474," Hard"," Value Iteration"," Time Results",380
475," Hard"," Value Iteration"," Time Results",391
476," Hard"," Value Iteration"," Time Results",384
477," Hard"," Value Iteration"," Time Results",383
478," Hard"," Value Iteration"," Time Results",386
479," Hard"," Value Iteration"," Time Results",383
480," Hard"," Value Iteration"," Time Results",386
481," Hard"," Value Iteration"," Time Results",387
482," Hard"," Value Iteration"," Time Results",387
483," Hard"," Value Iteration"," Time Results",392
484," Hard"," Value Iteration"," Time Results",392
485," Hard"," Value Iteration"," Time Results",390
486," Hard"," Value Iteration"," Time Results",391
487," Hard"," Value Iteration"," Time Results",389
488," Hard"," Value Iteration"," Time Results",392
489," Hard"," Value Iteration"," Time Results",390
490," Hard"," Value Iteration"," Time Results",392
491," Hard"," Value Iteration"," Time Results",394
492," Hard"," Value Iteration"," Time Results",396
493," Hard"," Value Iteration"," Time Results",392
494," Hard"," Value Iteration"," Time Results",392
495," Hard"," Value Iteration"," Time Results",399
496," Hard"," Value Iteration"," Time Results",400
497," Hard"," Value Iteration"," Time Results",401
498," Hard"," Value Iteration"," Time Results",399
499," Hard"," Value Iteration"," Time Results",403
500," Hard"," Value Iteration"," Time Results",401
1," Hard"," Policy Iteration"," Time Results",5
2," Hard"," Policy Iteration"," Time Results",4
3," Hard"," Policy Iteration"," Time Results",6
4," Hard"," Policy Iteration"," Time Results",7
5," Hard"," Policy Iteration"," Time Results",9
6," Hard"," Policy Iteration"," Time Results",11
7," Hard"," Policy Iteration"," Time Results",12
8," Hard"," Policy Iteration"," Time Results",14
9," Hard"," Policy Iteration"," Time Results",15
10," Hard"," Policy Iteration"," Time Results",17
11," Hard"," Policy Iteration"," Time Results",18
12," Hard"," Policy Iteration"," Time Results",31
13," Hard"," Policy Iteration"," Time Results",21
14," Hard"," Policy Iteration"," Time Results",23
15," Hard"," Policy Iteration"," Time Results",24
16," Hard"," Policy Iteration"," Time Results",26
17," Hard"," Policy Iteration"," Time Results",28
18," Hard"," Policy Iteration"," Time Results",29
19," Hard"," Policy Iteration"," Time Results",31
20," Hard"," Policy Iteration"," Time Results",34
21," Hard"," Policy Iteration"," Time Results",34
22," Hard"," Policy Iteration"," Time Results",35
23," Hard"," Policy Iteration"," Time Results",37
24," Hard"," Policy Iteration"," Time Results",39
25," Hard"," Policy Iteration"," Time Results",46
26," Hard"," Policy Iteration"," Time Results",42
27," Hard"," Policy Iteration"," Time Results",43
28," Hard"," Policy Iteration"," Time Results",45
29," Hard"," Policy Iteration"," Time Results",47
30," Hard"," Policy Iteration"," Time Results",50
31," Hard"," Policy Iteration"," Time Results",49
32," Hard"," Policy Iteration"," Time Results",52
33," Hard"," Policy Iteration"," Time Results",54
34," Hard"," Policy Iteration"," Time Results",57
35," Hard"," Policy Iteration"," Time Results",56
36," Hard"," Policy Iteration"," Time Results",57
37," Hard"," Policy Iteration"," Time Results",58
38," Hard"," Policy Iteration"," Time Results",61
39," Hard"," Policy Iteration"," Time Results",62
40," Hard"," Policy Iteration"," Time Results",63
41," Hard"," Policy Iteration"," Time Results",68
42," Hard"," Policy Iteration"," Time Results",69
43," Hard"," Policy Iteration"," Time Results",68
44," Hard"," Policy Iteration"," Time Results",70
45," Hard"," Policy Iteration"," Time Results",72
46," Hard"," Policy Iteration"," Time Results",73
47," Hard"," Policy Iteration"," Time Results",77
48," Hard"," Policy Iteration"," Time Results",80
49," Hard"," Policy Iteration"," Time Results",78
50," Hard"," Policy Iteration"," Time Results",84
51," Hard"," Policy Iteration"," Time Results",82
52," Hard"," Policy Iteration"," Time Results",82
53," Hard"," Policy Iteration"," Time Results",87
54," Hard"," Policy Iteration"," Time Results",91
55," Hard"," Policy Iteration"," Time Results",86
56," Hard"," Policy Iteration"," Time Results",87
57," Hard"," Policy Iteration"," Time Results",89
58," Hard"," Policy Iteration"," Time Results",89
59," Hard"," Policy Iteration"," Time Results",94
60," Hard"," Policy Iteration"," Time Results",92
61," Hard"," Policy Iteration"," Time Results",94
62," Hard"," Policy Iteration"," Time Results",100
63," Hard"," Policy Iteration"," Time Results",100
64," Hard"," Policy Iteration"," Time Results",104
65," Hard"," Policy Iteration"," Time Results",103
66," Hard"," Policy Iteration"," Time Results",108
67," Hard"," Policy Iteration"," Time Results",106
68," Hard"," Policy Iteration"," Time Results",108
69," Hard"," Policy Iteration"," Time Results",111
70," Hard"," Policy Iteration"," Time Results",111
71," Hard"," Policy Iteration"," Time Results",114
72," Hard"," Policy Iteration"," Time Results",115
73," Hard"," Policy Iteration"," Time Results",115
74," Hard"," Policy Iteration"," Time Results",118
75," Hard"," Policy Iteration"," Time Results",119
76," Hard"," Policy Iteration"," Time Results",122
77," Hard"," Policy Iteration"," Time Results",122
78," Hard"," Policy Iteration"," Time Results",125
79," Hard"," Policy Iteration"," Time Results",125
80," Hard"," Policy Iteration"," Time Results",128
81," Hard"," Policy Iteration"," Time Results",128
82," Hard"," Policy Iteration"," Time Results",133
83," Hard"," Policy Iteration"," Time Results",130
84," Hard"," Policy Iteration"," Time Results",132
85," Hard"," Policy Iteration"," Time Results",134
86," Hard"," Policy Iteration"," Time Results",138
87," Hard"," Policy Iteration"," Time Results",137
88," Hard"," Policy Iteration"," Time Results",137
89," Hard"," Policy Iteration"," Time Results",141
90," Hard"," Policy Iteration"," Time Results",144
91," Hard"," Policy Iteration"," Time Results",144
92," Hard"," Policy Iteration"," Time Results",146
93," Hard"," Policy Iteration"," Time Results",147
94," Hard"," Policy Iteration"," Time Results",150
95," Hard"," Policy Iteration"," Time Results",149
96," Hard"," Policy Iteration"," Time Results",150
97," Hard"," Policy Iteration"," Time Results",153
98," Hard"," Policy Iteration"," Time Results",155
99," Hard"," Policy Iteration"," Time Results",157
100," Hard"," Policy Iteration"," Time Results",158
101," Hard"," Policy Iteration"," Time Results",161
102," Hard"," Policy Iteration"," Time Results",162
103," Hard"," Policy Iteration"," Time Results",163
104," Hard"," Policy Iteration"," Time Results",162
105," Hard"," Policy Iteration"," Time Results",164
106," Hard"," Policy Iteration"," Time Results",169
107," Hard"," Policy Iteration"," Time Results",169
108," Hard"," Policy Iteration"," Time Results",174
109," Hard"," Policy Iteration"," Time Results",170
110," Hard"," Policy Iteration"," Time Results",175
111," Hard"," Policy Iteration"," Time Results",175
112," Hard"," Policy Iteration"," Time Results",178
113," Hard"," Policy Iteration"," Time Results",179
114," Hard"," Policy Iteration"," Time Results",180
115," Hard"," Policy Iteration"," Time Results",182
116," Hard"," Policy Iteration"," Time Results",184
117," Hard"," Policy Iteration"," Time Results",179
118," Hard"," Policy Iteration"," Time Results",186
119," Hard"," Policy Iteration"," Time Results",188
120," Hard"," Policy Iteration"," Time Results",189
121," Hard"," Policy Iteration"," Time Results",194
122," Hard"," Policy Iteration"," Time Results",188
123," Hard"," Policy Iteration"," Time Results",191
124," Hard"," Policy Iteration"," Time Results",196
125," Hard"," Policy Iteration"," Time Results",193
126," Hard"," Policy Iteration"," Time Results",198
127," Hard"," Policy Iteration"," Time Results",197
128," Hard"," Policy Iteration"," Time Results",198
129," Hard"," Policy Iteration"," Time Results",202
130," Hard"," Policy Iteration"," Time Results",199
131," Hard"," Policy Iteration"," Time Results",205
132," Hard"," Policy Iteration"," Time Results",209
133," Hard"," Policy Iteration"," Time Results",207
134," Hard"," Policy Iteration"," Time Results",209
135," Hard"," Policy Iteration"," Time Results",214
136," Hard"," Policy Iteration"," Time Results",216
137," Hard"," Policy Iteration"," Time Results",212
138," Hard"," Policy Iteration"," Time Results",220
139," Hard"," Policy Iteration"," Time Results",220
140," Hard"," Policy Iteration"," Time Results",215
141," Hard"," Policy Iteration"," Time Results",217
142," Hard"," Policy Iteration"," Time Results",222
143," Hard"," Policy Iteration"," Time Results",225
144," Hard"," Policy Iteration"," Time Results",230
145," Hard"," Policy Iteration"," Time Results",227
146," Hard"," Policy Iteration"," Time Results",225
147," Hard"," Policy Iteration"," Time Results",231
148," Hard"," Policy Iteration"," Time Results",231
149," Hard"," Policy Iteration"," Time Results",232
150," Hard"," Policy Iteration"," Time Results",230
151," Hard"," Policy Iteration"," Time Results",234
152," Hard"," Policy Iteration"," Time Results",235
153," Hard"," Policy Iteration"," Time Results",237
154," Hard"," Policy Iteration"," Time Results",244
155," Hard"," Policy Iteration"," Time Results",245
156," Hard"," Policy Iteration"," Time Results",244
157," Hard"," Policy Iteration"," Time Results",242
158," Hard"," Policy Iteration"," Time Results",243
159," Hard"," Policy Iteration"," Time Results",243
160," Hard"," Policy Iteration"," Time Results",248
161," Hard"," Policy Iteration"," Time Results",255
162," Hard"," Policy Iteration"," Time Results",253
163," Hard"," Policy Iteration"," Time Results",253
164," Hard"," Policy Iteration"," Time Results",261
165," Hard"," Policy Iteration"," Time Results",261
166," Hard"," Policy Iteration"," Time Results",261
167," Hard"," Policy Iteration"," Time Results",265
168," Hard"," Policy Iteration"," Time Results",264
169," Hard"," Policy Iteration"," Time Results",263
170," Hard"," Policy Iteration"," Time Results",268
171," Hard"," Policy Iteration"," Time Results",272
172," Hard"," Policy Iteration"," Time Results",272
173," Hard"," Policy Iteration"," Time Results",270
174," Hard"," Policy Iteration"," Time Results",275
175," Hard"," Policy Iteration"," Time Results",280
176," Hard"," Policy Iteration"," Time Results",277
177," Hard"," Policy Iteration"," Time Results",279
178," Hard"," Policy Iteration"," Time Results",272
179," Hard"," Policy Iteration"," Time Results",279
180," Hard"," Policy Iteration"," Time Results",280
181," Hard"," Policy Iteration"," Time Results",283
182," Hard"," Policy Iteration"," Time Results",288
183," Hard"," Policy Iteration"," Time Results",282
184," Hard"," Policy Iteration"," Time Results",286
185," Hard"," Policy Iteration"," Time Results",291
186," Hard"," Policy Iteration"," Time Results",294
187," Hard"," Policy Iteration"," Time Results",288
188," Hard"," Policy Iteration"," Time Results",292
189," Hard"," Policy Iteration"," Time Results",293
190," Hard"," Policy Iteration"," Time Results",297
191," Hard"," Policy Iteration"," Time Results",302
192," Hard"," Policy Iteration"," Time Results",299
193," Hard"," Policy Iteration"," Time Results",305
194," Hard"," Policy Iteration"," Time Results",308
195," Hard"," Policy Iteration"," Time Results",312
196," Hard"," Policy Iteration"," Time Results",311
197," Hard"," Policy Iteration"," Time Results",311
198," Hard"," Policy Iteration"," Time Results",313
199," Hard"," Policy Iteration"," Time Results",315
200," Hard"," Policy Iteration"," Time Results",316
201," Hard"," Policy Iteration"," Time Results",310
202," Hard"," Policy Iteration"," Time Results",312
203," Hard"," Policy Iteration"," Time Results",322
204," Hard"," Policy Iteration"," Time Results",315
205," Hard"," Policy Iteration"," Time Results",318
206," Hard"," Policy Iteration"," Time Results",324
207," Hard"," Policy Iteration"," Time Results",327
208," Hard"," Policy Iteration"," Time Results",321
209," Hard"," Policy Iteration"," Time Results",329
210," Hard"," Policy Iteration"," Time Results",329
211," Hard"," Policy Iteration"," Time Results",325
212," Hard"," Policy Iteration"," Time Results",334
213," Hard"," Policy Iteration"," Time Results",327
214," Hard"," Policy Iteration"," Time Results",330
215," Hard"," Policy Iteration"," Time Results",337
216," Hard"," Policy Iteration"," Time Results",342
217," Hard"," Policy Iteration"," Time Results",344
218," Hard"," Policy Iteration"," Time Results",344
219," Hard"," Policy Iteration"," Time Results",343
220," Hard"," Policy Iteration"," Time Results",347
221," Hard"," Policy Iteration"," Time Results",343
222," Hard"," Policy Iteration"," Time Results",350
223," Hard"," Policy Iteration"," Time Results",348
224," Hard"," Policy Iteration"," Time Results",352
225," Hard"," Policy Iteration"," Time Results",354
226," Hard"," Policy Iteration"," Time Results",360
227," Hard"," Policy Iteration"," Time Results",359
228," Hard"," Policy Iteration"," Time Results",349
229," Hard"," Policy Iteration"," Time Results",349
230," Hard"," Policy Iteration"," Time Results",352
231," Hard"," Policy Iteration"," Time Results",366
232," Hard"," Policy Iteration"," Time Results",369
233," Hard"," Policy Iteration"," Time Results",353
234," Hard"," Policy Iteration"," Time Results",366
235," Hard"," Policy Iteration"," Time Results",369
236," Hard"," Policy Iteration"," Time Results",375
237," Hard"," Policy Iteration"," Time Results",376
238," Hard"," Policy Iteration"," Time Results",376
239," Hard"," Policy Iteration"," Time Results",372
240," Hard"," Policy Iteration"," Time Results",377
241," Hard"," Policy Iteration"," Time Results",381
242," Hard"," Policy Iteration"," Time Results",384
243," Hard"," Policy Iteration"," Time Results",377
244," Hard"," Policy Iteration"," Time Results",382
245," Hard"," Policy Iteration"," Time Results",387
246," Hard"," Policy Iteration"," Time Results",381
247," Hard"," Policy Iteration"," Time Results",391
248," Hard"," Policy Iteration"," Time Results",391
249," Hard"," Policy Iteration"," Time Results",385
250," Hard"," Policy Iteration"," Time Results",389
251," Hard"," Policy Iteration"," Time Results",397
252," Hard"," Policy Iteration"," Time Results",388
253," Hard"," Policy Iteration"," Time Results",388
254," Hard"," Policy Iteration"," Time Results",390
255," Hard"," Policy Iteration"," Time Results",395
256," Hard"," Policy Iteration"," Time Results",397
257," Hard"," Policy Iteration"," Time Results",406
258," Hard"," Policy Iteration"," Time Results",409
259," Hard"," Policy Iteration"," Time Results",402
260," Hard"," Policy Iteration"," Time Results",403
261," Hard"," Policy Iteration"," Time Results",397
262," Hard"," Policy Iteration"," Time Results",404
263," Hard"," Policy Iteration"," Time Results",404
264," Hard"," Policy Iteration"," Time Results",417
265," Hard"," Policy Iteration"," Time Results",413
266," Hard"," Policy Iteration"," Time Results",417
267," Hard"," Policy Iteration"," Time Results",413
268," Hard"," Policy Iteration"," Time Results",414
269," Hard"," Policy Iteration"," Time Results",413
270," Hard"," Policy Iteration"," Time Results",426
271," Hard"," Policy Iteration"," Time Results",422
272," Hard"," Policy Iteration"," Time Results",422
273," Hard"," Policy Iteration"," Time Results",420
274," Hard"," Policy Iteration"," Time Results",432
275," Hard"," Policy Iteration"," Time Results",425
276," Hard"," Policy Iteration"," Time Results",423
277," Hard"," Policy Iteration"," Time Results",429
278," Hard"," Policy Iteration"," Time Results",437
279," Hard"," Policy Iteration"," Time Results",439
280," Hard"," Policy Iteration"," Time Results",432
281," Hard"," Policy Iteration"," Time Results",433
282," Hard"," Policy Iteration"," Time Results",437
283," Hard"," Policy Iteration"," Time Results",441
284," Hard"," Policy Iteration"," Time Results",445
285," Hard"," Policy Iteration"," Time Results",448
286," Hard"," Policy Iteration"," Time Results",458
287," Hard"," Policy Iteration"," Time Results",443
288," Hard"," Policy Iteration"," Time Results",455
289," Hard"," Policy Iteration"," Time Results",450
290," Hard"," Policy Iteration"," Time Results",454
291," Hard"," Policy Iteration"," Time Results",444
292," Hard"," Policy Iteration"," Time Results",449
293," Hard"," Policy Iteration"," Time Results",464
294," Hard"," Policy Iteration"," Time Results",464
295," Hard"," Policy Iteration"," Time Results",460
296," Hard"," Policy Iteration"," Time Results",463
297," Hard"," Policy Iteration"," Time Results",466
298," Hard"," Policy Iteration"," Time Results",457
299," Hard"," Policy Iteration"," Time Results",458
300," Hard"," Policy Iteration"," Time Results",472
301," Hard"," Policy Iteration"," Time Results",465
302," Hard"," Policy Iteration"," Time Results",471
303," Hard"," Policy Iteration"," Time Results",475
304," Hard"," Policy Iteration"," Time Results",464
305," Hard"," Policy Iteration"," Time Results",480
306," Hard"," Policy Iteration"," Time Results",474
307," Hard"," Policy Iteration"," Time Results",470
308," Hard"," Policy Iteration"," Time Results",486
309," Hard"," Policy Iteration"," Time Results",489
310," Hard"," Policy Iteration"," Time Results",482
311," Hard"," Policy Iteration"," Time Results",479
312," Hard"," Policy Iteration"," Time Results",490
313," Hard"," Policy Iteration"," Time Results",504
314," Hard"," Policy Iteration"," Time Results",506
315," Hard"," Policy Iteration"," Time Results",492
316," Hard"," Policy Iteration"," Time Results",498
317," Hard"," Policy Iteration"," Time Results",500
318," Hard"," Policy Iteration"," Time Results",504
319," Hard"," Policy Iteration"," Time Results",489
320," Hard"," Policy Iteration"," Time Results",485
321," Hard"," Policy Iteration"," Time Results",499
322," Hard"," Policy Iteration"," Time Results",502
323," Hard"," Policy Iteration"," Time Results",504
324," Hard"," Policy Iteration"," Time Results",508
325," Hard"," Policy Iteration"," Time Results",508
326," Hard"," Policy Iteration"," Time Results",511
327," Hard"," Policy Iteration"," Time Results",503
328," Hard"," Policy Iteration"," Time Results",516
329," Hard"," Policy Iteration"," Time Results",517
330," Hard"," Policy Iteration"," Time Results",520
331," Hard"," Policy Iteration"," Time Results",520
332," Hard"," Policy Iteration"," Time Results",511
333," Hard"," Policy Iteration"," Time Results",526
334," Hard"," Policy Iteration"," Time Results",514
335," Hard"," Policy Iteration"," Time Results",514
336," Hard"," Policy Iteration"," Time Results",528
337," Hard"," Policy Iteration"," Time Results",534
338," Hard"," Policy Iteration"," Time Results",527
339," Hard"," Policy Iteration"," Time Results",521
340," Hard"," Policy Iteration"," Time Results",532
341," Hard"," Policy Iteration"," Time Results",531
342," Hard"," Policy Iteration"," Time Results",532
343," Hard"," Policy Iteration"," Time Results",522
344," Hard"," Policy Iteration"," Time Results",535
345," Hard"," Policy Iteration"," Time Results",536
346," Hard"," Policy Iteration"," Time Results",535
347," Hard"," Policy Iteration"," Time Results",540
348," Hard"," Policy Iteration"," Time Results",546
349," Hard"," Policy Iteration"," Time Results",547
350," Hard"," Policy Iteration"," Time Results",546
351," Hard"," Policy Iteration"," Time Results",548
352," Hard"," Policy Iteration"," Time Results",546
353," Hard"," Policy Iteration"," Time Results",548
354," Hard"," Policy Iteration"," Time Results",552
355," Hard"," Policy Iteration"," Time Results",552
356," Hard"," Policy Iteration"," Time Results",555
357," Hard"," Policy Iteration"," Time Results",556
358," Hard"," Policy Iteration"," Time Results",560
359," Hard"," Policy Iteration"," Time Results",569
360," Hard"," Policy Iteration"," Time Results",563
361," Hard"," Policy Iteration"," Time Results",555
362," Hard"," Policy Iteration"," Time Results",555
363," Hard"," Policy Iteration"," Time Results",559
364," Hard"," Policy Iteration"," Time Results",573
365," Hard"," Policy Iteration"," Time Results",576
366," Hard"," Policy Iteration"," Time Results",577
367," Hard"," Policy Iteration"," Time Results",566
368," Hard"," Policy Iteration"," Time Results",581
369," Hard"," Policy Iteration"," Time Results",573
370," Hard"," Policy Iteration"," Time Results",582
371," Hard"," Policy Iteration"," Time Results",575
372," Hard"," Policy Iteration"," Time Results",583
373," Hard"," Policy Iteration"," Time Results",578
374," Hard"," Policy Iteration"," Time Results",585
375," Hard"," Policy Iteration"," Time Results",586
376," Hard"," Policy Iteration"," Time Results",576
377," Hard"," Policy Iteration"," Time Results",604
378," Hard"," Policy Iteration"," Time Results",597
379," Hard"," Policy Iteration"," Time Results",597
380," Hard"," Policy Iteration"," Time Results",596
381," Hard"," Policy Iteration"," Time Results",599
382," Hard"," Policy Iteration"," Time Results",599
383," Hard"," Policy Iteration"," Time Results",584
384," Hard"," Policy Iteration"," Time Results",591
385," Hard"," Policy Iteration"," Time Results",604
386," Hard"," Policy Iteration"," Time Results",603
387," Hard"," Policy Iteration"," Time Results",602
388," Hard"," Policy Iteration"," Time Results",598
389," Hard"," Policy Iteration"," Time Results",611
390," Hard"," Policy Iteration"," Time Results",612
391," Hard"," Policy Iteration"," Time Results",599
392," Hard"," Policy Iteration"," Time Results",620
393," Hard"," Policy Iteration"," Time Results",622
394," Hard"," Policy Iteration"," Time Results",616
395," Hard"," Policy Iteration"," Time Results",629
396," Hard"," Policy Iteration"," Time Results",610
397," Hard"," Policy Iteration"," Time Results",612
398," Hard"," Policy Iteration"," Time Results",618
399," Hard"," Policy Iteration"," Time Results",618
400," Hard"," Policy Iteration"," Time Results",627
401," Hard"," Policy Iteration"," Time Results",626
402," Hard"," Policy Iteration"," Time Results",636
403," Hard"," Policy Iteration"," Time Results",636
404," Hard"," Policy Iteration"," Time Results",625
405," Hard"," Policy Iteration"," Time Results",631
406," Hard"," Policy Iteration"," Time Results",635
407," Hard"," Policy Iteration"," Time Results",637
408," Hard"," Policy Iteration"," Time Results",646
409," Hard"," Policy Iteration"," Time Results",631
410," Hard"," Policy Iteration"," Time Results",636
